B	2.9
A	2.05
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.06
B	2.9
A	2.07
B	2.9
A	2.07
B	2.9
A	2.07
B	2.9
A	2.07
B	2.9
A	2.07
B	2.9
A	2.07
B	2.9
A	2.07
B	2.9
A	2.07
B	2.9
A	2.07
B	2.9
A	2.07
B	2.9
A	2.07
B	2.9
A	2.07
B	2.9
A	2.07
B	2.9
A	2.07
B	2.9
A	2.07
B	2.91
A	2.07
B	2.91
A	2.07
B	2.91
A	2.07
B	2.91
A	2.08
B	2.91
A	2.08
B	2.91
A	2.08
B	2.91
A	2.08
B	2.91
A	2.08
B	2.91
A	2.08
B	2.91
A	2.08
B	2.91
A	2.08
B	2.91
A	2.08
B	2.91
A	2.08
B	2.91
A	2.08
B	2.91
A	2.08
B	2.91
A	2.08
B	2.91
A	2.08
B	2.91
A	2.08
B	2.91
A	2.08
B	2.91
A	2.08
B	2.91
A	2.08
B	2.91
A	2.09
B	2.91
A	2.09
B	2.91
A	2.09
B	2.91
A	2.09
B	2.91
A	2.09
B	2.91
A	2.09
B	2.91
A	2.09
B	2.91
A	2.09
B	2.91
A	2.09
B	2.91
A	2.09
B	2.91
A	2.09
B	2.91
A	2.09
B	2.91
A	2.09
B	2.91
A	2.09
B	2.91
A	2.09
B	2.91
A	2.09
B	2.91
A	2.09
B	2.91
A	2.1
B	2.91
A	2.1
B	2.91
A	2.1
B	2.91
A	2.1
B	2.91
A	2.1
B	2.91
A	2.1
B	2.91
A	2.1
B	2.91
A	2.1
B	2.91
A	2.1
B	2.91
A	2.1
B	2.91
A	2.1
B	2.91
A	2.1
B	2.91
A	2.1
B	2.91
A	2.1
B	2.91
A	2.1
B	2.91
A	2.1
B	2.91
A	2.1
B	2.91
A	2.1
B	2.91
A	2.1
B	2.91
A	2.1
B	2.91
A	2.1
B	2.91
A	2.11
B	2.91
A	2.11
B	2.91
A	2.11
B	2.91
A	2.11
B	2.91
A	2.11
B	2.91
A	2.11
B	2.91
A	2.11
B	2.91
A	2.11
B	2.91
A	2.11
B	2.91
A	2.11
B	2.91
A	2.11
B	2.91
A	2.11
B	2.91
A	2.11
B	2.91
A	2.11
B	2.91
A	2.11
B	2.91
A	2.11
B	2.91
A	2.11
B	2.91
A	2.11
B	2.91
A	2.11
B	2.91
A	2.11
B	2.91
A	2.11
B	2.91
A	2.11
B	2.91
A	2.11
B	2.91
A	2.12
B	2.91
A	2.12
B	2.91
A	2.12
B	2.91
A	2.12
B	2.91
A	2.12
B	2.91
A	2.12
B	2.91
A	2.12
B	2.91
A	2.12
B	2.91
A	2.12
B	2.91
A	2.12
B	2.91
A	2.12
B	2.91
A	2.12
B	2.91
A	2.12
B	2.91
A	2.12
B	2.91
A	2.12
B	2.91
A	2.12
B	2.91
A	2.12
B	2.91
A	2.12
B	2.91
A	2.12
B	2.91
A	2.12
B	2.91
A	2.12
B	2.91
A	2.12
B	2.91
A	2.12
B	2.91
A	2.12
B	2.91
A	2.12
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.15
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.14
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
A	2.13
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.13
B	2.91
A	2.12
B	2.91
A	2.12
B	2.91
A	2.12
B	2.91
A	2.12
B	2.91
A	2.12
B	2.91
A	2.12
B	2.91
A	2.12
B	2.91
A	2.12
B	2.91
A	2.12
B	2.91
A	2.12
B	2.91
A	2.12
B	2.91
A	2.12
B	2.91
A	2.12
B	2.91
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.9
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
A	2.12
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.12
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
A	2.11
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
B	2.89
A	2.11
